distributor_code,distributor_name,distributor_city,stockist_code,stockist_name,hq_code,hq_name,area,region,zone,be_emp_id_1,be_emp_id_2,be_emp_id_3,asm_emp_id,rsm_emp_id,zm_emp_id,vp_emp_id
002,ADONIS LABORATORIES PVT LTD,MUMBAI,C1078,CARE PHARMA,S0217,MUMBAI,MUMBAI,MAHARASHTRA,WEST ZONE,,,,,,,ADLA02
002,ADONIS LABORATORIES PVT LTD,MUMBAI,C1082,JAS PHARMA,S0217,MUMBAI,MUMBAI,MAHARASHTRA,WEST ZONE,,,,,,,ADLA02
002,ADONIS LABORATORIES PVT LTD,MUMBAI,C1098,MINI DISTRIBUTORS,S0217,MUMBAI,MUMBAI,MAHARASHTRA,WEST ZONE,,,,,,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0357,MANOJ MEDICAL AGENCY,S0012,ARRAH,ARRAH,BIHAR,EAST ZONE,ADLA70,,,,,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0407,JAI MAA DURGA MEDICAL AGENCY,S0012,ARRAH,ARRAH,BIHAR,EAST ZONE,ADLA70,,,,,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0913,BAIJNATH MEDICALS,S0012,ARRAH,ARRAH,BIHAR,EAST ZONE,ADLA70,,,,,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0914,SHREE RAM PHARMA,S0012,ARRAH,ARRAH,BIHAR,EAST ZONE,ADLA70,,,,,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1050,ARADHYA MEDICALS ENTERPRISES,S0012,ARRAH,ARRAH,BIHAR,EAST ZONE,ADLA70,,,,,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0708,SHIVAM MEDICAL AGENCY-,S0037,BIHARSHARIF,BIHARSHARIF,BIHAR,EAST ZONE,ADLA81,,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0787,SHIVAM DRUG AGENCY,S0037,BIHARSHARIF,BIHARSHARIF,BIHAR,EAST ZONE,ADLA81,,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0795,AKASH MEDICO,S0037,BIHARSHARIF,BIHARSHARIF,BIHAR,EAST ZONE,ADLA81,,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1102,DURGA MEDICAL AGENCY,S0037,BIHARSHARIF,BIHARSHARIF,BIHAR,EAST ZONE,ADLA81,,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0799,SHIWANGI PHARMACEUTICALS,S0058,DARBANGA,DARBANGA,BIHAR,EAST ZONE,ADLA82,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0872,DEO DRUG AGENCY,S0058,DARBANGA,DARBANGA,BIHAR,EAST ZONE,ADLA82,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0936,KRISHNA DRUGS ENTERPRISES,S0058,DARBANGA,DARBANGA,BIHAR,EAST ZONE,ADLA82,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1077,SHREE SIDDHI DRUG,S0092,HAJIPUR,HAJIPUR,BIHAR,EAST ZONE,ADLA74,,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0709,NISHA DRUGS AGENCY,S0182,SAMASTIPUR,SAMASTIPUR,BIHAR,EAST ZONE,ADLA86,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0940,RISHI RAJ DRUGS,S0182,SAMASTIPUR,SAMASTIPUR,BIHAR,EAST ZONE,ADLA86,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1065,THAKUR DRUG AGENCY,S0182,SAMASTIPUR,SAMASTIPUR,BIHAR,EAST ZONE,ADLA86,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0355,JAI MATA DI DRUG DISTRS.,S0270,PATNA,PATNA,BIHAR,EAST ZONE,ADLA73,ADLA72,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0356,LAXMI MED AGENCIES,S0270,PATNA,PATNA,BIHAR,EAST ZONE,ADLA73,ADLA72,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0360,SHYAM PHARMA,S0270,PATNA,PATNA,BIHAR,EAST ZONE,ADLA73,ADLA72,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0596,AMAR ENTERPRISES,S0270,PATNA,PATNA,BIHAR,EAST ZONE,ADLA73,ADLA72,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0784,MAA DURGA AGENCY,S0270,PATNA,PATNA,BIHAR,EAST ZONE,ADLA73,ADLA72,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0919,PRIYANKA AGENCY,S0270,PATNA,PATNA,BIHAR,EAST ZONE,ADLA73,ADLA72,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0920,SAANVI MEDICAL AGENCY,S0288,GAYA,GAYA,BIHAR,EAST ZONE,ADLA77,,,ADLA14,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0943,BHAVESH MEDICAL AGENCY,S0288,GAYA,GAYA,BIHAR,EAST ZONE,ADLA77,,,ADLA14,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1079,SATYAM DRUG AGENCY,S0288,GAYA,GAYA,BIHAR,EAST ZONE,ADLA77,,,ADLA14,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0922,ARUNA ENTERPRISES,S0294,NAWADA,NAWADA,BIHAR,EAST ZONE,ADBRBE4,,,ADLA14,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0932,LAL MEDICAL AGENCY,S0294,NAWADA,NAWADA,BIHAR,EAST ZONE,ADBRBE4,,,ADLA14,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1069,SHIWANI PHARMA,S0294,NAWADA,NAWADA,BIHAR,EAST ZONE,ADBRBE4,,,ADLA14,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1115,RANJAN PHARMA,S0294,NAWADA,NAWADA,BIHAR,EAST ZONE,ADBRBE4,,,ADLA14,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0854,PRATAP DRUG,S0301,BUXAR,PATNA,BIHAR,EAST ZONE,,,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0995,GUPTA DRUGS,S0301,BUXAR,PATNA,BIHAR,EAST ZONE,,,,ADLA13,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0818,DHANWANTRI MEDICAL AGENCY,S0302,SASARAM,PATNA,BIHAR,EAST ZONE,,,,ADLA14,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0921,MAHADEV PHARMA AGENCY,S0302,SASARAM,PATNA,BIHAR,EAST ZONE,,,,ADLA14,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0889,NAVIN BROTHERS SURGICALS,S0321,SITAMARHI,SITAMARHI,BIHAR,EAST ZONE,ADLA84,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0937,NEW MAA DURGA PHARMA,S0321,SITAMARHI,SITAMARHI,BIHAR,EAST ZONE,ADLA84,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1119,BHAVYA DRUG AGENCY,S0321,SITAMARHI,SITAMARHI,BIHAR,EAST ZONE,ADLA84,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1071,ADITYA DRUG AGENCY,S0334,MUZAFFARPUR,MUZAFFARPUR,BIHAR,EAST ZONE,ADLA71,,,,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0939,MAA DRUG AGENCY,S0350,MADHUBANI,MADHUBANI,BIHAR,EAST ZONE,ADLA83,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1072,SHAKUNTALA DRUG AGENCY,S0350,MADHUBANI,MADHUBANI,BIHAR,EAST ZONE,ADLA83,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C0950,APOLLO PHARMA,S0359,AURANGABAD,PATNA,BIHAR,EAST ZONE,ADLA80,,,ADLA14,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1070,MA TARA MEDICO,S0359,AURANGABAD,PATNA,BIHAR,EAST ZONE,ADLA80,,,ADLA14,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1073,M R DRUG DISTRIBUTOR,S0377,MOTIHARI,MOTIHARI,BIHAR,EAST ZONE,,,,ADLA15,ADLA12,,ADLA02
011,SHREE BALAJI ENTERPRISES,PATNA,C1108,SHRI BALAJI PHARMA AGENCY,S0381,DEHRI-ON-SONE,DEHRI-ON-SONE,BIHAR,EAST ZONE,ADBRBE5,,,ADLA14,ADLA12,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0371,DRUG POINT-AMBIKAPUR,S0006,AMBIKAPUR,AMBIKAPUR,CHHATTISGARH,CENTRAL ZONE,,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0456,GAYATRI MEDICAL AGENCIES,S0006,AMBIKAPUR,AMBIKAPUR,CHHATTISGARH,CENTRAL ZONE,,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C1099,KISMIRA MEDICAL AND GENERAL AGENCY,S0006,AMBIKAPUR,AMBIKAPUR,CHHATTISGARH,CENTRAL ZONE,,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0363,GAYATRI MEDICAL AGENCIES,S0039,BILASPUR,BILASPUR,CHHATTISGARH,CENTRAL ZONE,ADLA163,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0364,K.S.AGENCIES,S0039,BILASPUR,BILASPUR,CHHATTISGARH,CENTRAL ZONE,ADLA163,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0365,MEDI TRACK,S0039,BILASPUR,BILASPUR,CHHATTISGARH,CENTRAL ZONE,ADLA163,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0367,RAKESH MEDICAL STORES,S0039,BILASPUR,BILASPUR,CHHATTISGARH,CENTRAL ZONE,ADLA163,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0561,HAMARA PHARMA,S0073,DURG,DURG,CHHATTISGARH,CENTRAL ZONE,ADCGBE4,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0891,RAJAT PHARMA,S0073,DURG,DURG,CHHATTISGARH,CENTRAL ZONE,ADCGBE4,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0729,GAYATRI PHARMA,S0166,RAIGARH,RAIGARH,CHHATTISGARH,CENTRAL ZONE,,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C1105,AJAY MEDICAL AGENCIES,S0166,RAIGARH,RAIGARH,CHHATTISGARH,CENTRAL ZONE,,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0595,AKRUTI PHARMA,S0167,RAIPUR,RAIPUR,CHHATTISGARH,CENTRAL ZONE,ADLA157,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0754,UMA MEDICAL STORES,S0167,RAIPUR,RAIPUR,CHHATTISGARH,CENTRAL ZONE,ADLA157,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0842,SURAJ MEDICALS,S0167,RAIPUR,RAIPUR,CHHATTISGARH,CENTRAL ZONE,ADLA157,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C1094,POOJA AGENCIES,S0167,RAIPUR,RAIPUR,CHHATTISGARH,CENTRAL ZONE,ADLA157,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0927,PUNJAB MEDICOSE,S0170,RAJNANDGAON,RAJNANDGAON,CHHATTISGARH,CENTRAL ZONE,ADLA158,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0736,MODI PHARMA,S0299,KORBA,KORBA,CHHATTISGARH,CENTRAL ZONE,,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C0884,SHRI BALAJI MEDICOSE,S0329,DHAMTARI,DHAMTARI,CHHATTISGARH,CENTRAL ZONE,,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C1057,SHRI SAI PHARMACEUTICALS,S0374,MANENDRGADH,MANENDRGADH,CHHATTISGARH,CENTRAL ZONE,ADLA164,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C1088,SHYAM MEDICOSE,S0374,MANENDRGADH,MANENDRGADH,CHHATTISGARH,CENTRAL ZONE,ADLA164,,,ADLA28,,,ADLA02
012,SEN MEDICOS DISTRIBUTORS,RAIPUR,C1055,IERA TRADERS,S0375,KAWARDHA,KAWARDHA,CHHATTISGARH,CENTRAL ZONE,ADLA159,,,ADLA28,,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0689,SHIVAM MEDICALS,S0062,DEOGHAR,DEOGHAR,JHARKHAND,EAST ZONE,ADLA65,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0778,R P DISTRIBUTORS PHARMA,S0062,DEOGHAR,DEOGHAR,JHARKHAND,EAST ZONE,ADLA65,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0825,MASHUK DRUGS AGENCY,S0062,DEOGHAR,DEOGHAR,JHARKHAND,EAST ZONE,ADLA65,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0925,K P G ENTERPRISES,S0062,DEOGHAR,DEOGHAR,JHARKHAND,EAST ZONE,ADLA65,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0998,BABA MEDICAL AGENCIES,S0062,DEOGHAR,DEOGHAR,JHARKHAND,EAST ZONE,ADLA65,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1060,KUMAR DRUGS,S0062,DEOGHAR,DEOGHAR,JHARKHAND,EAST ZONE,ADLA65,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0372,BALAJI TRADING CO.,S0105,JAMSHEDPUR,JAMSHEDPUR,JHARKHAND,EAST ZONE,ADLA62,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0380,KAMAL PHARMACEUTICALS,S0105,JAMSHEDPUR,JAMSHEDPUR,JHARKHAND,EAST ZONE,ADLA62,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0411,SHRI GANESH DRUG AGENCY,S0105,JAMSHEDPUR,JAMSHEDPUR,JHARKHAND,EAST ZONE,ADLA62,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0831,SHIVAM MEDICALS,S0105,JAMSHEDPUR,JAMSHEDPUR,JHARKHAND,EAST ZONE,ADLA62,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1064,D2 MEDICURE,S0105,JAMSHEDPUR,JAMSHEDPUR,JHARKHAND,EAST ZONE,ADLA62,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1090,NILKAMAL ENTERPRISES,S0105,JAMSHEDPUR,JAMSHEDPUR,JHARKHAND,EAST ZONE,ADLA62,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0830,NEW KISSAN ENTERPRISES,S0172,RAMGARH,RAMGARH,JHARKHAND,EAST ZONE,ADLA61,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1033,AGRASEN PHARMA,S0172,RAMGARH,RAMGARH,JHARKHAND,EAST ZONE,ADLA61,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1048,RAJANI DISTRIBUTORS,S0172,RAMGARH,RAMGARH,JHARKHAND,EAST ZONE,ADLA61,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1116,RASHMI MEDICO,S0172,RAMGARH,RAMGARH,JHARKHAND,EAST ZONE,ADLA61,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0374,M.K. PHARMA,S0174,RANCHI,RANCHI,JHARKHAND,EAST ZONE,ADLA56,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0377,RENU DISTRIBUTORS,S0174,RANCHI,RANCHI,JHARKHAND,EAST ZONE,ADLA56,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0382,SANJIBAN PHARMA,S0174,RANCHI,RANCHI,JHARKHAND,EAST ZONE,ADLA56,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0384,SHREE SHYAM DRUG HOUSE,S0174,RANCHI,RANCHI,JHARKHAND,EAST ZONE,ADLA56,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0700,NARWANI DRUG AGENCIES,S0174,RANCHI,RANCHI,JHARKHAND,EAST ZONE,ADLA56,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0759,CHOUDHARY MEDICAL AGENCIES,S0174,RANCHI,RANCHI,JHARKHAND,EAST ZONE,ADLA56,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0935,UTKAL PHARMA,S0174,RANCHI,RANCHI,JHARKHAND,EAST ZONE,ADLA56,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0758,NEW P. K. PHARMA,S0286,HAZARIBAG,HAZARIBAG,JHARKHAND,EAST ZONE,,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0832,USHA PHARMA,S0286,HAZARIBAG,HAZARIBAG,JHARKHAND,EAST ZONE,,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1034,G. S. B. PHARMA,S0286,HAZARIBAG,HAZARIBAG,JHARKHAND,EAST ZONE,,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1056,RELIANCE MEDICO,S0286,HAZARIBAG,HAZARIBAG,JHARKHAND,EAST ZONE,,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1103,AYANSH PHARMA,S0286,HAZARIBAG,HAZARIBAG,JHARKHAND,EAST ZONE,,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0929,SHAILI DISTRIBUTORS,S0287,DHANBAD,DHANBAD,JHARKHAND,EAST ZONE,ADLA64,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1044,B S PHARMA,S0287,DHANBAD,DHANBAD,JHARKHAND,EAST ZONE,ADLA64,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1058,SUPRITY MEDICINE,S0287,DHANBAD,DHANBAD,JHARKHAND,EAST ZONE,ADLA64,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0873,ANAND ENTERPRISES,S0304,GIRIDIH,GIRIDIH,JHARKHAND,EAST ZONE,ADLA68,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0941,ROY MEDICAL AGENCY,S0304,GIRIDIH,GIRIDIH,JHARKHAND,EAST ZONE,ADLA68,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1049,SHRI SHYAM MEDICAL AGENCY,S0304,GIRIDIH,GIRIDIH,JHARKHAND,EAST ZONE,ADLA68,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0789,M R SALES,S0305,DALTONGANJ,DALTONGANJ,JHARKHAND,EAST ZONE,ADLA59,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1023,ISHI PHARMA,S0305,DALTONGANJ,DALTONGANJ,JHARKHAND,EAST ZONE,ADLA59,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1059,PRAKASH MEDICAL AGENCY,S0305,DALTONGANJ,DALTONGANJ,JHARKHAND,EAST ZONE,ADLA59,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1118,NEW RASHI PHARMA,S0305,DALTONGANJ,DALTONGANJ,JHARKHAND,EAST ZONE,ADLA59,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0801,MAA TARA DRUG & SURGICALS,S0313,TELAIYA,TELAIYA,JHARKHAND,EAST ZONE,ADLA63,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0838,MAA AMBEY PHARMA,S0313,TELAIYA,TELAIYA,JHARKHAND,EAST ZONE,ADLA63,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0934,VEENA PHARMA,S0313,TELAIYA,TELAIYA,JHARKHAND,EAST ZONE,ADLA63,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1067,SHREE NAV DURGA PHARMA,S0313,TELAIYA,TELAIYA,JHARKHAND,EAST ZONE,ADLA63,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1100,SAMIR MEDICAL AGENCY,S0313,TELAIYA,TELAIYA,JHARKHAND,EAST ZONE,ADLA63,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0828,JHARKHAND PHARMA,S0317,SAHIBGANJ,SAHIBGANJ,JHARKHAND,EAST ZONE,ADLA67,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1031,AMBAJI MEDICAL AGENCIES,S0317,SAHIBGANJ,SAHIBGANJ,JHARKHAND,EAST ZONE,ADLA67,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0808,SINHA REHABILITATION SERVICES,S0318,BOKARO,BOKARO,JHARKHAND,EAST ZONE,ADLA69,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1043,RAOUSHAN PHARMA,S0318,BOKARO,BOKARO,JHARKHAND,EAST ZONE,ADLA69,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1087,NEW KISSAN PHARMA,S0318,BOKARO,BOKARO,JHARKHAND,EAST ZONE,ADLA69,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0459,SUMAN PHARMA,S0320,BARHARWA,BARHARWA,JHARKHAND,EAST ZONE,ADLA58,,,,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0887,MISHRA DRUG AGENCY,S0332,GODDA,GODDA,JHARKHAND,EAST ZONE,ADJHBE2,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C0918,AKSHITA PHARMA,S0332,GODDA,GODDA,JHARKHAND,EAST ZONE,ADJHBE2,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1101,MAA KALI PHARMA,S0332,GODDA,GODDA,JHARKHAND,EAST ZONE,ADJHBE2,,,ADLA10,ADLA09,,ADLA02
013,NAV DURGA AGENCY,RANCHI,C1047,R P DISTRIBUTORS (IS-HO),S0362,INSTITUTIONAL SALE,DEOGHAR,JHARKHAND,EAST ZONE,,,,,ADLA09,,ADLA02
014,V.K.CORPORATION,BANGALORE,C0022,FOURS PHARMA,S0023,BANGALORE,BANGALORE,KARNATAKA,SOUTH ZONE,ADKABE2,ADKABE1,,ADKAASM1,,,ADLA02
014,V.K.CORPORATION,BANGALORE,C0669,CHIRAG MEDICARE SOLUTIONS PVT.LTD.,S0060,DAVANGERE,DAVANGERE,KARNATAKA,SOUTH ZONE,,,,ADKAASM1,,,ADLA02
014,V.K.CORPORATION,BANGALORE,C0680,CHETHANA PHARAMA PRIVATE LIMITED,S0060,DAVANGERE,DAVANGERE,KARNATAKA,SOUTH ZONE,,,,ADKAASM1,,,ADLA02
014,V.K.CORPORATION,BANGALORE,C0024,SRI LAXMI DRUG AG,S0091,HASSAN,HASSAN,KARNATAKA,SOUTH ZONE,,,,ADKAASM1,,,ADLA02
014,V.K.CORPORATION,BANGALORE,C0002,BHAVNA ASSOCIATES,S0141,MANDYA,MANDYA,KARNATAKA,SOUTH ZONE,ADKABE5,,,ADKAASM1,,,ADLA02
014,V.K.CORPORATION,BANGALORE,C0004,DELS ENTERPRISES,S0142,MANGALORE,MANGALORE,KARNATAKA,SOUTH ZONE,,,,ADKAASM1,,,ADLA02
014,V.K.CORPORATION,BANGALORE,C0008,GANESH DRUG INC,S0142,MANGALORE,MANGALORE,KARNATAKA,SOUTH ZONE,,,,ADKAASM1,,,ADLA02
014,V.K.CORPORATION,BANGALORE,C0009,LIFELINE SURGICAL & PHARMA,S0142,MANGALORE,MANGALORE,KARNATAKA,SOUTH ZONE,,,,ADKAASM1,,,ADLA02
014,V.K.CORPORATION,BANGALORE,C0821,SRI LAKSHMI PHARMA PVT LTD,S0148,MYSORE,MYSORE,KARNATAKA,SOUTH ZONE,ADKABE5,,,ADKAASM1,,,ADLA02
